Month,Day,Hour,Consumption_kWh
4,16,18,0.4943
4,16,19,0.4927
4,16,20,0.4802
4,16,21,0.4386
4,16,22,0.4004
4,16,23,0.2697
4,17,0,0.2045
4,17,1,0.2008
4,17,2,0.1727
4,17,3,0.1802
4,17,4,0.2017
4,17,5,0.2363
4,17,6,0.283
4,17,7,0.3945
4,17,8,0.3489
4,17,9,0.3151
4,17,10,0.3021
4,17,11,0.3053
4,17,12,0.2957
4,17,13,0.3074
4,17,14,0.3123
4,17,15,0.3365
4,17,16,0.3652
4,17,17,0.422
4,17,18,0.4858
4,17,19,0.5202
4,17,20,0.4948
4,17,21,0.4623
4,17,22,0.4055
4,17,23,0.2936
4,18,0,0.2072
4,18,1,0.206
4,18,2,0.1869
4,18,3,0.1776
4,18,4,0.2
4,18,5,0.2271
4,18,6,0.295
4,18,7,0.4114
4,18,8,0.373
4,18,9,0.3245
4,18,10,0.2979
4,18,11,0.32
4,18,12,0.3182
4,18,13,0.3006
4,18,14,0.3286
4,18,15,0.3559
4,18,16,0.3908
4,18,17,0.4297
4,18,18,0.4837
4,18,19,0.5214
4,18,20,0.4926
4,18,21,0.4739
4,18,22,0.3811
4,18,23,0.2984
4,19,0,0.2447
4,19,1,0.2045
4,19,2,0.1855
4,19,3,0.2017
4,19,4,0.2096
4,19,5,0.2608
4,19,6,0.3241
4,19,7,0.4441
4,19,8,0.3753
4,19,9,0.3561
4,19,10,0.3296
4,19,11,0.3223
4,19,12,0.3344
4,19,13,0.3258
4,19,14,0.3565
4,19,15,0.3641
4,19,16,0.3949
4,19,17,0.461
4,19,18,0.5393
4,19,19,0.5747
4,19,20,0.5247
4,19,21,0.519
4,19,22,0.4283
4,19,23,0.3068
4,20,0,0.2128
4,20,1,0.2016
4,20,2,0.183
4,20,3,0.1835
4,20,4,0.2037
4,20,5,0.2475
4,20,6,0.3054
4,20,7,0.3867
4,20,8,0.3741
4,20,9,0.3237
4,20,10,0.3065
4,20,11,0.3052
4,20,12,0.2946
4,20,13,0.3004
4,20,14,0.3124
4,20,15,0.3312
4,20,16,0.3677
4,20,17,0.4555
4,20,18,0.483
4,20,19,0.5028
4,20,20,0.5345
4,20,21,0.4517
4,20,22,0.3927
4,20,23,0.2999
4,21,0,0.2222
4,21,1,0.2076
4,21,2,0.1778
4,21,3,0.1849
4,21,4,0.1967
4,21,5,0.2331
4,21,6,0.303
4,21,7,0.4056
4,21,8,0.3604
4,21,9,0.3297
4,21,10,0.3256
4,21,11,0.3231
4,21,12,0.298
4,21,13,0.3065
4,21,14,0.3327
4,21,15,0.3551
4,21,16,0.3827
4,21,17,0.4522
4,21,18,0.5038
4,21,19,0.5347
4,21,20,0.5176
4,21,21,0.4591
4,21,22,0.387
4,21,23,0.2914
4,22,0,0.227
4,22,1,0.2136
4,22,2,0.1965
4,22,3,0.2006
4,22,4,0.219
4,22,5,0.2494
4,22,6,0.3197
4,22,7,0.443
4,22,8,0.4004
4,22,9,0.3455
4,22,10,0.3372
4,22,11,0.3415
4,22,12,0.3431
4,22,13,0.3178
4,22,14,0.3426
4,22,15,0.3702
4,22,16,0.4222
4,22,17,0.4815
4,22,18,0.5493
4,22,19,0.5779
4,22,20,0.5283
4,22,21,0.4999
4,22,22,0.4478
4,22,23,0.3113
4,23,0,0.2076
4,23,1,0.2005
4,23,2,0.1757
4,23,3,0.1831
4,23,4,0.1877
4,23,5,0.2324
4,23,6,0.2877
4,23,7,0.3913
4,23,8,0.3514
4,23,9,0.3342
4,23,10,0.3026
4,23,11,0.2923
4,23,12,0.3005
4,23,13,0.3097
4,23,14,0.3183
4,23,15,0.3408
4,23,16,0.3663
4,23,17,0.4241
4,23,18,0.4611
4,23,19,0.5058
4,23,20,0.4981
4,23,21,0.479
4,23,22,0.4018
4,23,23,0.2977
4,24,0,0.2136
4,24,1,0.2127
4,24,2,0.1945
4,24,3,0.1932
4,24,4,0.2125
4,24,5,0.2411
4,24,6,0.3032
4,24,7,0.4108
4,24,8,0.3638
4,24,9,0.3415
4,24,10,0.317
4,24,11,0.3258
4,24,12,0.3238
4,24,13,0.3154
4,24,14,0.3359
4,24,15,0.3692
4,24,16,0.3726
4,24,17,0.4662
4,24,18,0.5013
4,24,19,0.5447
4,24,20,0.5129
4,24,21,0.4781
4,24,22,0.3998
4,24,23,0.3027
4,25,0,0.2183
4,25,1,0.2028
4,25,2,0.1871
4,25,3,0.1918
4,25,4,0.2043
4,25,5,0.2437
4,25,6,0.3093
4,25,7,0.4217
4,25,8,0.3713
4,25,9,0.3307
4,25,10,0.3312
4,25,11,0.3307
4,25,12,0.3057
4,25,13,0.3095
4,25,14,0.3348
4,25,15,0.3624
4,25,16,0.3841
4,25,17,0.4501
4,25,18,0.5062
4,25,19,0.5321
4,25,20,0.5147
4,25,21,0.4851
4,25,22,0.3926
4,25,23,0.3079
4,26,0,0.2085
4,26,1,0.1891
4,26,2,0.1818
4,26,3,0.1753
4,26,4,0.1884
4,26,5,0.2308
4,26,6,0.2884
4,26,7,0.3966
4,26,8,0.3672
4,26,9,0.3025
4,26,10,0.3155
4,26,11,0.3092
4,26,12,0.288
4,26,13,0.3075
4,26,14,0.3242
4,26,15,0.3231
4,26,16,0.356
4,26,17,0.4395
4,26,18,0.4773
4,26,19,0.4874
4,26,20,0.5096
4,26,21,0.4427
4,26,22,0.3718
4,26,23,0.2946
4,27,0,0.2321
4,27,1,0.2199
4,27,2,0.1893
4,27,3,0.1883
4,27,4,0.2094
4,27,5,0.2496
4,27,6,0.3236
4,27,7,0.4118
4,27,8,0.3768
4,27,9,0.3638
4,27,10,0.3169
4,27,11,0.3233
4,27,12,0.3442
4,27,13,0.3217
4,27,14,0.3556
4,27,15,0.3756
4,27,16,0.4096
4,27,17,0.4444
4,27,18,0.5127
4,27,19,0.5406
4,27,20,0.545
4,27,21,0.5094
4,27,22,0.4453
4,27,23,0.2984
4,28,0,0.2248
4,28,1,0.2125
4,28,2,0.1835
4,28,3,0.1866
4,28,4,0.2065
4,28,5,0.2357
4,28,6,0.2868
4,28,7,0.3876
4,28,8,0.3833
4,28,9,0.3444
4,28,10,0.3179
4,28,11,0.3094
4,28,12,0.302
4,28,13,0.3158
4,28,14,0.3373
4,28,15,0.3464
4,28,16,0.4047
4,28,17,0.4436
4,28,18,0.4906
4,28,19,0.5454
4,28,20,0.5025
4,28,21,0.493
4,28,22,0.398
4,28,23,0.2828
4,29,0,0.2215
4,29,1,0.2116
4,29,2,0.1848
4,29,3,0.1921
4,29,4,0.1942
4,29,5,0.2463
4,29,6,0.2899
4,29,7,0.3925
4,29,8,0.3587
4,29,9,0.3463
4,29,10,0.2986
4,29,11,0.3271
4,29,12,0.3111
4,29,13,0.3123
4,29,14,0.3256
4,29,15,0.3655
4,29,16,0.3977
4,29,17,0.4373
4,29,18,0.4776
4,29,19,0.5097
4,29,20,0.5302
4,29,21,0.4879
4,29,22,0.394
4,29,23,0.2899
4,30,0,0.234
4,30,1,0.2139
4,30,2,0.2017
4,30,3,0.2047
4,30,4,0.2251
4,30,5,0.2501
4,30,6,0.3204
4,30,7,0.4228
4,30,8,0.4062
4,30,9,0.3436
4,30,10,0.3318
4,30,11,0.3525
4,30,12,0.3398
4,30,13,0.3292
4,30,14,0.3682
4,30,15,0.3709
4,30,16,0.4263
4,30,17,0.4982
4,30,18,0.5368
4,30,19,0.56
4,30,20,0.5416
4,30,21,0.5075
4,30,22,0.4504
4,30,23,0.3307
5,1,0,0.2414
5,1,1,0.2214
5,1,2,0.1909
5,1,3,0.1928
5,1,4,0.2239
5,1,5,0.2569
5,1,6,0.3216
5,1,7,0.409
5,1,8,0.403
5,1,9,0.3617
5,1,10,0.3158
5,1,11,0.347
5,1,12,0.3215
5,1,13,0.3229
5,1,14,0.352
5,1,15,0.3595
5,1,16,0.4251
5,1,17,0.4675
5,1,18,0.5217
5,1,19,0.5463
5,1,20,0.5458
5,1,21,0.5314
5,1,22,0.4373
5,1,23,0.3114
5,2,0,0.2465
5,2,1,0.2217
5,2,2,0.1995
5,2,3,0.1975
5,2,4,0.2211
5,2,5,0.2701
5,2,6,0.3217
5,2,7,0.44
5,2,8,0.4126
5,2,9,0.3657
5,2,10,0.3445
5,2,11,0.3606
5,2,12,0.3359
5,2,13,0.358
5,2,14,0.3796
5,2,15,0.4021
5,2,16,0.4142
5,2,17,0.4944
5,2,18,0.5794
5,2,19,0.5934
5,2,20,0.5879
5,2,21,0.5247
5,2,22,0.4465
5,2,23,0.3217
5,3,0,0.2156
5,3,1,0.194
5,3,2,0.1793
5,3,3,0.177
5,3,4,0.1932
5,3,5,0.2401
5,3,6,0.2954
5,3,7,0.4009
5,3,8,0.365
5,3,9,0.3149
5,3,10,0.3138
5,3,11,0.3177
5,3,12,0.3147
5,3,13,0.2983
5,3,14,0.3191
5,3,15,0.3349
5,3,16,0.3789
5,3,17,0.4287
5,3,18,0.4742
5,3,19,0.5051
5,3,20,0.5254
5,3,21,0.4596
5,3,22,0.4138
5,3,23,0.3007
5,4,0,0.2397
5,4,1,0.2365
5,4,2,0.2
5,4,3,0.2138
5,4,4,0.2197
5,4,5,0.2614
5,4,6,0.3296
5,4,7,0.4646
5,4,8,0.4255
5,4,9,0.39
5,4,10,0.3347
5,4,11,0.356
5,4,12,0.3556
5,4,13,0.365
5,4,14,0.3612
5,4,15,0.3958
5,4,16,0.4129
5,4,17,0.4986
5,4,18,0.5796
5,4,19,0.62
5,4,20,0.5679
5,4,21,0.5401
5,4,22,0.4516
5,4,23,0.3435
5,5,0,0.2172
5,5,1,0.1868
5,5,2,0.182
5,5,3,0.1807
5,5,4,0.1983
5,5,5,0.2344
5,5,6,0.2885
5,5,7,0.3709
5,5,8,0.3406
5,5,9,0.3348
5,5,10,0.3032
5,5,11,0.2888
5,5,12,0.3009
5,5,13,0.3017
5,5,14,0.3249
5,5,15,0.3386
5,5,16,0.3622
5,5,17,0.4408
5,5,18,0.4562
5,5,19,0.5319
5,5,20,0.4836
5,5,21,0.4722
5,5,22,0.4015
5,5,23,0.2764
5,6,0,0.2324
5,6,1,0.2
5,6,2,0.1797
5,6,3,0.1761
5,6,4,0.1997
5,6,5,0.2446
5,6,6,0.2911
5,6,7,0.4199
5,6,8,0.3535
5,6,9,0.3252
5,6,10,0.3093
5,6,11,0.2999
5,6,12,0.3109
5,6,13,0.3143
5,6,14,0.3468
5,6,15,0.3559
5,6,16,0.4021
5,6,17,0.4509
5,6,18,0.5033
5,6,19,0.551
5,6,20,0.5205
5,6,21,0.4588
5,6,22,0.3863
5,6,23,0.2813
5,7,0,0.249
5,7,1,0.2299
5,7,2,0.1913
5,7,3,0.1901
5,7,4,0.2204
5,7,5,0.2626
5,7,6,0.3044
5,7,7,0.4452
5,7,8,0.4
5,7,9,0.3488
5,7,10,0.323
5,7,11,0.3346
5,7,12,0.3525
5,7,13,0.3431
5,7,14,0.3521
5,7,15,0.3871
5,7,16,0.4373
5,7,17,0.4552
5,7,18,0.5341
5,7,19,0.5707
5,7,20,0.5318
5,7,21,0.505
5,7,22,0.4324
5,7,23,0.3036
5,8,0,0.2272
5,8,1,0.2126
5,8,2,0.1981
5,8,3,0.1897
5,8,4,0.2137
5,8,5,0.2486
5,8,6,0.3184
5,8,7,0.4199
5,8,8,0.3819
5,8,9,0.3605
5,8,10,0.3265
5,8,11,0.3219
5,8,12,0.3195
5,8,13,0.3206
5,8,14,0.3592
5,8,15,0.3491
5,8,16,0.4113
5,8,17,0.4739
5,8,18,0.5376
5,8,19,0.5679
5,8,20,0.5143
5,8,21,0.4885
5,8,22,0.4026
5,8,23,0.2979
5,9,0,0.2029
5,9,1,0.1858
5,9,2,0.1711
5,9,3,0.1673
5,9,4,0.1814
5,9,5,0.2303
5,9,6,0.2692
5,9,7,0.3783
5,9,8,0.3448
5,9,9,0.3263
5,9,10,0.2971
5,9,11,0.3008
5,9,12,0.2947
5,9,13,0.2927
5,9,14,0.321
5,9,15,0.3404
5,9,16,0.3716
5,9,17,0.428
5,9,18,0.4634
5,9,19,0.5033
5,9,20,0.4959
5,9,21,0.4587
5,9,22,0.394
5,9,23,0.2813
5,10,0,0.2378
5,10,1,0.2172
5,10,2,0.1907
5,10,3,0.2058
5,10,4,0.2089
5,10,5,0.2574
5,10,6,0.3177
5,10,7,0.441
5,10,8,0.4108
5,10,9,0.3603
5,10,10,0.3261
5,10,11,0.3298
5,10,12,0.3254
5,10,13,0.3241
5,10,14,0.3546
5,10,15,0.3747
5,10,16,0.4123
5,10,17,0.4617
5,10,18,0.5561
5,10,19,0.6012
5,10,20,0.5271
5,10,21,0.529
5,10,22,0.4383
5,10,23,0.3064
5,11,0,0.235
5,11,1,0.216
5,11,2,0.2028
5,11,3,0.1925
5,11,4,0.2161
5,11,5,0.2488
5,11,6,0.3199
5,11,7,0.4586
5,11,8,0.4089
5,11,9,0.36
5,11,10,0.353
5,11,11,0.347
5,11,12,0.351
5,11,13,0.3319
5,11,14,0.379
5,11,15,0.3876
5,11,16,0.4295
5,11,17,0.4928
5,11,18,0.5682
5,11,19,0.5855
5,11,20,0.5699
5,11,21,0.5245
5,11,22,0.4254
5,11,23,0.3096
5,12,0,0.2218
5,12,1,0.2085
5,12,2,0.2007
5,12,3,0.1942
5,12,4,0.2001
5,12,5,0.2529
5,12,6,0.3025
5,12,7,0.4349
5,12,8,0.3646
5,12,9,0.3349
5,12,10,0.3248
5,12,11,0.3165
5,12,12,0.3166
5,12,13,0.3267
5,12,14,0.3517
5,12,15,0.3711
5,12,16,0.4109
5,12,17,0.4674
5,12,18,0.518
5,12,19,0.5561
5,12,20,0.5507
5,12,21,0.4973
5,12,22,0.4043
5,12,23,0.3062
5,13,0,0.2117
5,13,1,0.209
5,13,2,0.1892
5,13,3,0.1825
5,13,4,0.2117
5,13,5,0.2344
5,13,6,0.3036
5,13,7,0.3996
5,13,8,0.3837
5,13,9,0.3473
5,13,10,0.3118
5,13,11,0.3006
5,13,12,0.3113
5,13,13,0.319
5,13,14,0.322
5,13,15,0.3576
5,13,16,0.3787
5,13,17,0.425
5,13,18,0.5197
5,13,19,0.5359
5,13,20,0.5282
5,13,21,0.4788
5,13,22,0.4175
5,13,23,0.292
5,14,0,0.2574
5,14,1,0.2354
5,14,2,0.2153
5,14,3,0.214
5,14,4,0.2209
5,14,5,0.2709
5,14,6,0.3266
5,14,7,0.4351
5,14,8,0.4104
5,14,9,0.3862
5,14,10,0.3667
5,14,11,0.3597
5,14,12,0.3377
5,14,13,0.3582
5,14,14,0.3623
5,14,15,0.3966
5,14,16,0.4458
5,14,17,0.4831
5,14,18,0.5642
5,14,19,0.5848
5,14,20,0.5618
5,14,21,0.5194
5,14,22,0.4593
5,14,23,0.3421
5,15,0,0.2022
5,15,1,0.197
5,15,2,0.173
5,15,3,0.1846
5,15,4,0.2029
5,15,5,0.2226
5,15,6,0.2935
5,15,7,0.3796
5,15,8,0.3669
5,15,9,0.3214
5,15,10,0.2955
5,15,11,0.2999
5,15,12,0.2996
5,15,13,0.3112
5,15,14,0.3282
5,15,15,0.3421
5,15,16,0.3693
5,15,17,0.4029
5,15,18,0.4876
5,15,19,0.5165
5,15,20,0.5082
5,15,21,0.4451
5,15,22,0.3691
5,15,23,0.2915
5,16,0,0.2563
5,16,1,0.2278
5,16,2,0.2
5,16,3,0.206
5,16,4,0.2362
5,16,5,0.2645
5,16,6,0.319
5,16,7,0.4309
5,16,8,0.392
5,16,9,0.3736
5,16,10,0.3422
5,16,11,0.3334
5,16,12,0.3611
5,16,13,0.3633
5,16,14,0.3569
5,16,15,0.3861
5,16,16,0.4521
5,16,17,0.478
5,16,18,0.5383
5,16,19,0.5849
5,16,20,0.5521
5,16,21,0.5211
5,16,22,0.4495
5,16,23,0.3154
5,17,0,0.211
5,17,1,0.1829
5,17,2,0.1794
5,17,3,0.1714
5,17,4,0.1792
5,17,5,0.2332
5,17,6,0.286
5,17,7,0.3683
5,17,8,0.3544
5,17,9,0.2991
5,17,10,0.2992
5,17,11,0.2963
5,17,12,0.3036
5,17,13,0.294
5,17,14,0.3088
5,17,15,0.3261
5,17,16,0.37
5,17,17,0.4003
5,17,18,0.4471
5,17,19,0.5112
5,17,20,0.4675
5,17,21,0.4245
5,17,22,0.3908
5,17,23,0.2737
5,18,0,0.2141
5,18,1,0.2066
5,18,2,0.188
5,18,3,0.1808
5,18,4,0.2114
5,18,5,0.2481
5,18,6,0.2997
5,18,7,0.3906
5,18,8,0.3553
5,18,9,0.3365
5,18,10,0.3109
5,18,11,0.3011
5,18,12,0.3225
5,18,13,0.3125
5,18,14,0.319
5,18,15,0.3423
5,18,16,0.3806
5,18,17,0.4207
5,18,18,0.4801
5,18,19,0.5429
5,18,20,0.5196
5,18,21,0.4595
5,18,22,0.3904
5,18,23,0.3012
5,19,0,0.2102
5,19,1,0.1938
5,19,2,0.1797
5,19,3,0.1697
5,19,4,0.1789
5,19,5,0.2175
5,19,6,0.285
5,19,7,0.3851
5,19,8,0.328
5,19,9,0.3167
5,19,10,0.2931
5,19,11,0.2875
5,19,12,0.2857
5,19,13,0.2783
5,19,14,0.2996
5,19,15,0.3114
5,19,16,0.3555
5,19,17,0.406
5,19,18,0.459
5,19,19,0.5
5,19,20,0.4673
5,19,21,0.4586
5,19,22,0.3856
5,19,23,0.2655
5,20,0,0.2569
5,20,1,0.2289
5,20,2,0.2064
5,20,3,0.2073
5,20,4,0.2408
5,20,5,0.2827
5,20,6,0.3326
5,20,7,0.4373
5,20,8,0.4235
5,20,9,0.3804
5,20,10,0.3701
5,20,11,0.3518
5,20,12,0.3653
5,20,13,0.3684
5,20,14,0.3601
5,20,15,0.4052
5,20,16,0.4413
5,20,17,0.5156
5,20,18,0.5565
5,20,19,0.614
5,20,20,0.5996
5,20,21,0.5224
5,20,22,0.4653
5,20,23,0.3255
5,21,0,0.2402
5,21,1,0.2196
5,21,2,0.1968
5,21,3,0.2076
5,21,4,0.22
5,21,5,0.2715
5,21,6,0.3204
5,21,7,0.4655
5,21,8,0.4141
5,21,9,0.3794
5,21,10,0.3454
5,21,11,0.3438
5,21,12,0.3436
5,21,13,0.3405
5,21,14,0.3675
5,21,15,0.3854
5,21,16,0.4397
5,21,17,0.4931
5,21,18,0.5714
5,21,19,0.6232
5,21,20,0.574
5,21,21,0.5276
5,21,22,0.4403
5,21,23,0.3252
5,22,0,0.2189
5,22,1,0.2004
5,22,2,0.1737
5,22,3,0.187
5,22,4,0.203
5,22,5,0.2262
5,22,6,0.2727
5,22,7,0.3947
5,22,8,0.3488
5,22,9,0.3181
5,22,10,0.2948
5,22,11,0.2936
5,22,12,0.2957
5,22,13,0.3018
5,22,14,0.3066
5,22,15,0.3234
5,22,16,0.3928
5,22,17,0.422
5,22,18,0.4643
5,22,19,0.5367
5,22,20,0.5245
5,22,21,0.4607
5,22,22,0.3807
5,22,23,0.2734
5,23,0,0.23
5,23,1,0.1998
5,23,2,0.1797
5,23,3,0.185
5,23,4,0.1998
5,23,5,0.2542
5,23,6,0.2837
5,23,7,0.3962
5,23,8,0.3652
5,23,9,0.3479
5,23,10,0.3156
5,23,11,0.3166
5,23,12,0.3194
5,23,13,0.3314
5,23,14,0.3214
5,23,15,0.3635
5,23,16,0.4073
5,23,17,0.4505
5,23,18,0.4928
5,23,19,0.5172
5,23,20,0.5031
5,23,21,0.502
5,23,22,0.4283
5,23,23,0.2923
5,24,0,0.2448
5,24,1,0.2224
5,24,2,0.2048
5,24,3,0.1992
5,24,4,0.2101
5,24,5,0.2527
5,24,6,0.3191
5,24,7,0.4307
5,24,8,0.3984
5,24,9,0.3527
5,24,10,0.3497
5,24,11,0.3513
5,24,12,0.3344
5,24,13,0.3373
5,24,14,0.3456
5,24,15,0.3745
5,24,16,0.412
5,24,17,0.4701
5,24,18,0.5409
5,24,19,0.5831
5,24,20,0.5776
5,24,21,0.4916
5,24,22,0.4524
5,24,23,0.3284
5,25,0,0.2251
5,25,1,0.2137
5,25,2,0.1969
5,25,3,0.1844
5,25,4,0.2095
5,25,5,0.2409
5,25,6,0.2971
5,25,7,0.4329
5,25,8,0.3795
5,25,9,0.3509
5,25,10,0.343
5,25,11,0.3278
5,25,12,0.3175
5,25,13,0.3168
5,25,14,0.3469
5,25,15,0.3836
5,25,16,0.4025
5,25,17,0.4736
5,25,18,0.5023
5,25,19,0.5611
5,25,20,0.5238
5,25,21,0.4909
5,25,22,0.4142
5,25,23,0.319
5,26,0,0.2371
5,26,1,0.2114
5,26,2,0.1893
5,26,3,0.1952
5,26,4,0.2181
5,26,5,0.2687
5,26,6,0.3102
5,26,7,0.4392
5,26,8,0.415
5,26,9,0.3679
5,26,10,0.3296
5,26,11,0.3301
5,26,12,0.327
5,26,13,0.3328
5,26,14,0.3516
5,26,15,0.3589
5,26,16,0.4143
5,26,17,0.494
5,26,18,0.5277
5,26,19,0.5781
5,26,20,0.5749
5,26,21,0.5277
5,26,22,0.4411
5,26,23,0.31
5,27,0,0.2223
5,27,1,0.1991
5,27,2,0.1879
5,27,3,0.1803
5,27,4,0.2016
5,27,5,0.2366
5,27,6,0.2894
5,27,7,0.415
5,27,8,0.3703
5,27,9,0.3307
5,27,10,0.323
5,27,11,0.3267
5,27,12,0.3153
5,27,13,0.3203
5,27,14,0.3458
5,27,15,0.3318
5,27,16,0.386
5,27,17,0.4326
5,27,18,0.4779
5,27,19,0.5423
5,27,20,0.5018
5,27,21,0.5007
5,27,22,0.423
5,27,23,0.3065
5,28,0,0.2
5,28,1,0.1875
5,28,2,0.1748
5,28,3,0.1649
5,28,4,0.1898
5,28,5,0.2279
5,28,6,0.2786
5,28,7,0.3731
5,28,8,0.3295
5,28,9,0.3077
5,28,10,0.2935
5,28,11,0.2865
5,28,12,0.29
5,28,13,0.2918
5,28,14,0.3065
5,28,15,0.3287
5,28,16,0.3506
5,28,17,0.4141
5,28,18,0.4477
5,28,19,0.4815
5,28,20,0.4903
5,28,21,0.4299
5,28,22,0.372
5,28,23,0.2702
5,29,0,0.2028
5,29,1,0.1906
5,29,2,0.1723
5,29,3,0.1775
5,29,4,0.1876
5,29,5,0.2177
5,29,6,0.282
5,29,7,0.3839
5,29,8,0.3398
5,29,9,0.3172
5,29,10,0.2849
5,29,11,0.3089
5,29,12,0.308
5,29,13,0.2848
5,29,14,0.3181
5,29,15,0.3412
5,29,16,0.3635
5,29,17,0.412
5,29,18,0.4504
5,29,19,0.4908
5,29,20,0.4615
5,29,21,0.4513
5,29,22,0.3799
5,29,23,0.285
5,30,0,0.2108
5,30,1,0.1874
5,30,2,0.183
5,30,3,0.1822
5,30,4,0.1895
5,30,5,0.2388
5,30,6,0.2876
5,30,7,0.3857
5,30,8,0.3717
5,30,9,0.3339
5,30,10,0.2982
5,30,11,0.3064
5,30,12,0.3081
5,30,13,0.2934
5,30,14,0.3214
5,30,15,0.3285
5,30,16,0.3584
5,30,17,0.4266
5,30,18,0.4965
5,30,19,0.5392
5,30,20,0.5092
5,30,21,0.4625
5,30,22,0.4065
5,30,23,0.2724
5,31,0,0.2457
5,31,1,0.2348
5,31,2,0.2023
5,31,3,0.2034
5,31,4,0.2181
5,31,5,0.2567
5,31,6,0.3136
5,31,7,0.4438
5,31,8,0.4091
5,31,9,0.3685
5,31,10,0.3377
5,31,11,0.3639
5,31,12,0.3449
5,31,13,0.345
5,31,14,0.3728
5,31,15,0.3825
5,31,16,0.4489
5,31,17,0.4803
5,31,18,0.5692
5,31,19,0.5772
5,31,20,0.5455
5,31,21,0.5068
5,31,22,0.4573
5,31,23,0.3233
6,1,0,0.233
6,1,1,0.2246
6,1,2,0.1946
6,1,3,0.1896
6,1,4,0.2247
6,1,5,0.2656
6,1,6,0.3029
6,1,7,0.4144
6,1,8,0.3968
6,1,9,0.3642
6,1,10,0.3174
6,1,11,0.3456
6,1,12,0.3276
6,1,13,0.3186
6,1,14,0.3446
6,1,15,0.3637
6,1,16,0.4015
6,1,17,0.4869
6,1,18,0.5519
6,1,19,0.5893
6,1,20,0.5329
6,1,21,0.5322
6,1,22,0.4372
6,1,23,0.3184
6,2,0,0.2518
6,2,1,0.2396
6,2,2,0.2246
6,2,3,0.2193
6,2,4,0.239
6,2,5,0.2727
6,2,6,0.3334
6,2,7,0.4759
6,2,8,0.4372
6,2,9,0.3684
6,2,10,0.3601
6,2,11,0.357
6,2,12,0.3515
6,2,13,0.3839
6,2,14,0.4048
6,2,15,0.4099
6,2,16,0.4644
6,2,17,0.5201
6,2,18,0.6006
6,2,19,0.6118
6,2,20,0.6053
6,2,21,0.5626
6,2,22,0.4524
6,2,23,0.3473
6,3,0,0.2535
6,3,1,0.2339
6,3,2,0.2008
6,3,3,0.1989
6,3,4,0.2323
6,3,5,0.2752
6,3,6,0.3257
6,3,7,0.4575
6,3,8,0.4094
6,3,9,0.3608
6,3,10,0.3322
6,3,11,0.3439
6,3,12,0.338
6,3,13,0.3583
6,3,14,0.3834
6,3,15,0.3728
6,3,16,0.4316
6,3,17,0.4993
6,3,18,0.5552
6,3,19,0.6001
6,3,20,0.5714
6,3,21,0.554
6,3,22,0.4323
6,3,23,0.3244
6,4,0,0.2601
6,4,1,0.2457
6,4,2,0.2283
6,4,3,0.2387
6,4,4,0.2534
6,4,5,0.2814
6,4,6,0.3591
6,4,7,0.4832
6,4,8,0.4668
6,4,9,0.3953
6,4,10,0.4051
6,4,11,0.4038
6,4,12,0.3748
6,4,13,0.3835
6,4,14,0.4253
6,4,15,0.4514
6,4,16,0.4871
6,4,17,0.5664
6,4,18,0.6169
6,4,19,0.6398
6,4,20,0.6638
6,4,21,0.6071
6,4,22,0.4801
6,4,23,0.3589
6,5,0,0.2446
6,5,1,0.2381
6,5,2,0.2114
6,5,3,0.2069
6,5,4,0.2213
6,5,5,0.2819
6,5,6,0.3342
6,5,7,0.4709
6,5,8,0.4268
6,5,9,0.3658
6,5,10,0.3473
6,5,11,0.3538
6,5,12,0.3529
6,5,13,0.3539
6,5,14,0.386
6,5,15,0.3964
6,5,16,0.4201
6,5,17,0.513
6,5,18,0.59
6,5,19,0.5914
6,5,20,0.5628
6,5,21,0.5556
6,5,22,0.4524
6,5,23,0.3481
6,6,0,0.2415
6,6,1,0.2164
6,6,2,0.1897
6,6,3,0.2007
6,6,4,0.2084
6,6,5,0.27
6,6,6,0.3196
6,6,7,0.4454
6,6,8,0.3838
6,6,9,0.3644
6,6,10,0.3431
6,6,11,0.3506
6,6,12,0.3494
6,6,13,0.352
6,6,14,0.3506
6,6,15,0.3683
6,6,16,0.4173
6,6,17,0.4884
6,6,18,0.5293
6,6,19,0.5527
6,6,20,0.5664
6,6,21,0.4969
6,6,22,0.4454
6,6,23,0.3082
6,7,0,0.2323
6,7,1,0.2128
6,7,2,0.1975
6,7,3,0.2005
6,7,4,0.2188
6,7,5,0.2691
6,7,6,0.3332
6,7,7,0.4356
6,7,8,0.4044
6,7,9,0.3749
6,7,10,0.327
6,7,11,0.3274
6,7,12,0.3297
6,7,13,0.3417
6,7,14,0.3659
6,7,15,0.3649
6,7,16,0.4352
6,7,17,0.4725
6,7,18,0.5688
6,7,19,0.5925
6,7,20,0.5548
6,7,21,0.5081
6,7,22,0.4326
6,7,23,0.3138
6,8,0,0.2433
6,8,1,0.2375
6,8,2,0.2134
6,8,3,0.2233
6,8,4,0.2319
6,8,5,0.2737
6,8,6,0.3416
6,8,7,0.4539
6,8,8,0.4276
6,8,9,0.3929
6,8,10,0.3787
6,8,11,0.3768
6,8,12,0.3728
6,8,13,0.3625
6,8,14,0.3867
6,8,15,0.3905
6,8,16,0.4355
6,8,17,0.5185
6,8,18,0.5854
6,8,19,0.6348
6,8,20,0.5816
6,8,21,0.5538
6,8,22,0.4881
6,8,23,0.3508
6,9,0,0.2509
6,9,1,0.2495
6,9,2,0.2167
6,9,3,0.2243
