Month,Day,Hour,SMP
4,26,11,139.82
4,26,12,133.19
4,26,13,126.68
4,26,14,126.89
4,26,15,136.9
4,26,16,147.87
4,26,17,151.55
4,26,18,156.4
4,26,19,147.08
4,26,20,139.77
4,26,21,134.37
4,26,22,123.04
4,26,23,110.57
4,27,0,102.04
4,27,1,97.49
4,27,2,94.96
4,27,3,92.07
4,27,4,96.21
4,27,5,101.87
4,27,6,114.01
4,27,7,125.28
4,27,8,137.3
4,27,9,146.16
4,27,10,143.21
4,27,11,140.35
4,27,12,132.18
4,27,13,125.2
4,27,14,123.32
4,27,15,131.83
4,27,16,145.05
4,27,17,150.09
4,27,18,147.03
4,27,19,142.74
4,27,20,136.05
4,27,21,129.39
4,27,22,120.77
4,27,23,106.88
4,28,0,101.01
4,28,1,96.2
4,28,2,91.41
4,28,3,92.77
4,28,4,96.81
4,28,5,99.8
4,28,6,112.29
4,28,7,127.02
4,28,8,138.19
4,28,9,144.01
4,28,10,145.29
4,28,11,136.3
4,28,12,132.38
4,28,13,126.88
4,28,14,127.42
4,28,15,131.16
4,28,16,144.78
4,28,17,151.21
4,28,18,150.58
4,28,19,140.67
4,28,20,135.35
4,28,21,128.88
4,28,22,119.89
4,28,23,109.0
4,29,0,105.27
4,29,1,96.62
4,29,2,94.95
4,29,3,96.87
4,29,4,97.24
4,29,5,103.11
4,29,6,117.78
4,29,7,129.31
4,29,8,141.43
4,29,9,146.99
4,29,10,148.82
4,29,11,140.26
4,29,12,135.3
4,29,13,130.26
4,29,14,128.44
4,29,15,136.75
4,29,16,144.57
4,29,17,155.44
4,29,18,151.57
4,29,19,145.66
4,29,20,142.31
4,29,21,133.3
4,29,22,125.08
4,29,23,110.97
4,30,0,100.46
4,30,1,93.87
4,30,2,92.21
4,30,3,89.8
4,30,4,95.03
4,30,5,100.32
4,30,6,112.72
4,30,7,121.7
4,30,8,136.34
4,30,9,141.39
4,30,10,142.31
4,30,11,132.99
4,30,12,129.25
4,30,13,121.06
4,30,14,124.72
4,30,15,128.75
4,30,16,142.21
4,30,17,147.56
4,30,18,146.42
4,30,19,141.62
4,30,20,133.95
4,30,21,128.97
4,30,22,117.52
4,30,23,106.9
5,1,0,92.29
5,1,1,87.01
5,1,2,84.68
5,1,3,84.51
5,1,4,88.48
5,1,5,92.47
5,1,6,104.23
5,1,7,114.64
5,1,8,126.71
5,1,9,131.37
5,1,10,132.64
5,1,11,125.31
5,1,12,119.24
5,1,13,114.41
5,1,14,113.6
5,1,15,119.21
5,1,16,132.17
5,1,17,137.5
5,1,18,139.78
5,1,19,133.68
5,1,20,125.97
5,1,21,122.18
5,1,22,108.99
5,1,23,98.55
5,2,0,93.02
5,2,1,87.33
5,2,2,85.64
5,2,3,85.03
5,2,4,88.28
5,2,5,94.22
5,2,6,102.35
5,2,7,117.68
5,2,8,127.73
5,2,9,134.33
5,2,10,132.95
5,2,11,127.11
5,2,12,122.6
5,2,13,114.75
5,2,14,117.22
5,2,15,120.36
5,2,16,130.73
5,2,17,137.2
5,2,18,135.14
5,2,19,133.37
5,2,20,127.05
5,2,21,121.78
5,2,22,108.54
5,2,23,99.54
5,3,0,94.56
5,3,1,87.56
5,3,2,85.54
5,3,3,86.11
5,3,4,90.18
5,3,5,95.39
5,3,6,106.78
5,3,7,116.04
5,3,8,129.14
5,3,9,133.6
5,3,10,131.35
5,3,11,129.38
5,3,12,124.35
5,3,13,118.78
5,3,14,114.42
5,3,15,122.37
5,3,16,135.76
5,3,17,137.34
5,3,18,140.1
5,3,19,135.84
5,3,20,127.67
5,3,21,121.66
5,3,22,112.63
5,3,23,99.27
5,4,0,95.4
5,4,1,88.96
5,4,2,86.49
5,4,3,85.27
5,4,4,88.94
5,4,5,93.49
5,4,6,106.79
5,4,7,115.99
5,4,8,130.06
5,4,9,131.76
5,4,10,133.16
5,4,11,128.87
5,4,12,120.44
5,4,13,115.11
5,4,14,115.51
5,4,15,120.01
5,4,16,131.18
5,4,17,141.16
5,4,18,138.35
5,4,19,135.03
5,4,20,128.47
5,4,21,121.53
5,4,22,112.22
5,4,23,100.63
5,5,0,97.42
5,5,1,92.94
5,5,2,89.53
5,5,3,91.06
5,5,4,94.54
5,5,5,99.85
5,5,6,108.51
5,5,7,121.05
5,5,8,135.87
5,5,9,139.02
5,5,10,139.29
5,5,11,134.69
5,5,12,127.53
5,5,13,122.76
5,5,14,119.54
5,5,15,125.45
5,5,16,139.98
5,5,17,144.81
5,5,18,145.9
5,5,19,140.82
5,5,20,134.53
5,5,21,126.96
5,5,22,116.36
5,5,23,103.08
5,6,0,96.08
5,6,1,89.34
5,6,2,86.44
5,6,3,86.62
5,6,4,89.59
5,6,5,95.19
5,6,6,108.24
5,6,7,116.86
5,6,8,127.41
5,6,9,136.97
5,6,10,135.78
5,6,11,126.92
5,6,12,123.82
5,6,13,120.31
5,6,14,119.06
5,6,15,125.05
5,6,16,133.56
5,6,17,138.58
5,6,18,138.38
5,6,19,134.62
5,6,20,130.09
5,6,21,125.97
5,6,22,114.04
5,6,23,103.11
5,7,0,100.67
5,7,1,96.4
5,7,2,94.89
5,7,3,94.16
5,7,4,96.25
5,7,5,103.02
5,7,6,115.24
5,7,7,127.0
5,7,8,138.44
5,7,9,144.24
5,7,10,145.6
5,7,11,137.4
5,7,12,131.29
5,7,13,125.08
5,7,14,127.24
5,7,15,129.59
5,7,16,142.59
5,7,17,151.39
5,7,18,149.24
5,7,19,140.72
5,7,20,139.35
5,7,21,133.47
5,7,22,119.51
5,7,23,105.96
5,8,0,97.77
5,8,1,93.57
5,8,2,91.98
5,8,3,92.1
5,8,4,94.3
5,8,5,99.45
5,8,6,113.14
5,8,7,120.86
5,8,8,137.24
5,8,9,140.68
5,8,10,140.93
5,8,11,134.39
5,8,12,128.76
5,8,13,120.75
5,8,14,123.94
5,8,15,130.08
5,8,16,140.74
5,8,17,146.19
5,8,18,149.36
5,8,19,140.9
5,8,20,132.15
5,8,21,128.1
5,8,22,118.92
5,8,23,103.52
5,9,0,97.32
5,9,1,93.31
5,9,2,89.58
5,9,3,92.0
5,9,4,91.69
5,9,5,98.52
5,9,6,109.65
5,9,7,119.78
5,9,8,131.15
5,9,9,137.44
5,9,10,138.16
5,9,11,133.8
5,9,12,126.49
5,9,13,121.61
5,9,14,123.74
5,9,15,125.27
5,9,16,137.49
5,9,17,145.74
5,9,18,144.66
5,9,19,138.0
5,9,20,134.08
5,9,21,129.75
5,9,22,115.28
5,9,23,106.01
5,10,0,96.57
5,10,1,91.37
5,10,2,90.33
5,10,3,89.81
5,10,4,94.52
5,10,5,99.4
5,10,6,110.61
5,10,7,123.48
5,10,8,135.93
5,10,9,137.65
5,10,10,138.25
5,10,11,131.9
5,10,12,126.71
5,10,13,120.77
5,10,14,119.98
5,10,15,126.82
5,10,16,138.52
5,10,17,146.12
5,10,18,143.16
5,10,19,140.68
5,10,20,135.11
5,10,21,130.02
5,10,22,118.0
5,10,23,103.3
5,11,0,102.82
5,11,1,96.15
5,11,2,91.38
5,11,3,91.73
5,11,4,94.77
5,11,5,102.56
5,11,6,114.26
5,11,7,124.3
5,11,8,139.25
5,11,9,139.9
5,11,10,141.71
5,11,11,137.17
5,11,12,131.88
5,11,13,125.23
5,11,14,124.55
5,11,15,130.33
5,11,16,142.3
5,11,17,146.89
5,11,18,151.01
5,11,19,141.55
5,11,20,136.75
5,11,21,131.4
5,11,22,120.52
5,11,23,104.81
5,12,0,92.07
5,12,1,86.22
5,12,2,84.67
5,12,3,84.54
5,12,4,88.04
5,12,5,92.35
5,12,6,103.58
5,12,7,114.14
5,12,8,127.28
5,12,9,133.22
5,12,10,129.06
5,12,11,126.52
5,12,12,119.12
5,12,13,113.91
5,12,14,113.46
5,12,15,119.65
5,12,16,131.43
5,12,17,134.37
5,12,18,134.84
5,12,19,130.93
5,12,20,127.87
5,12,21,120.83
5,12,22,109.4
5,12,23,98.0
5,13,0,98.5
5,13,1,89.52
5,13,2,89.82
5,13,3,88.93
5,13,4,90.61
5,13,5,96.25
5,13,6,107.57
5,13,7,117.37
5,13,8,132.12
5,13,9,138.66
5,13,10,136.61
5,13,11,132.55
5,13,12,126.38
5,13,13,119.06
5,13,14,119.76
5,13,15,123.05
5,13,16,136.65
5,13,17,144.62
5,13,18,139.84
5,13,19,133.7
5,13,20,130.4
5,13,21,124.8
5,13,22,115.4
5,13,23,102.23
5,14,0,95.23
5,14,1,87.22
5,14,2,87.18
5,14,3,85.48
5,14,4,89.51
5,14,5,94.78
5,14,6,102.91
5,14,7,113.63
5,14,8,125.53
5,14,9,131.94
5,14,10,131.43
5,14,11,125.08
5,14,12,120.06
5,14,13,113.78
5,14,14,117.63
5,14,15,119.86
5,14,16,129.9
5,14,17,138.21
5,14,18,139.09
5,14,19,133.07
5,14,20,126.23
5,14,21,122.6
5,14,22,107.86
5,14,23,100.01
5,15,0,94.04
5,15,1,85.88
5,15,2,86.27
5,15,3,84.59
5,15,4,86.51
5,15,5,94.44
5,15,6,101.74
5,15,7,113.16
5,15,8,123.8
5,15,9,129.22
5,15,10,132.38
5,15,11,124.55
5,15,12,120.69
5,15,13,112.89
5,15,14,115.67
5,15,15,121.99
5,15,16,131.91
5,15,17,136.25
5,15,18,136.11
5,15,19,132.56
5,15,20,123.03
5,15,21,118.07
5,15,22,108.22
5,15,23,96.14
5,16,0,96.03
5,16,1,88.8
5,16,2,85.96
5,16,3,84.92
5,16,4,90.1
5,16,5,93.91
5,16,6,105.13
5,16,7,115.93
5,16,8,125.57
5,16,9,131.73
5,16,10,131.06
5,16,11,127.48
5,16,12,121.88
5,16,13,116.83
5,16,14,117.72
5,16,15,123.45
5,16,16,130.4
5,16,17,140.14
5,16,18,136.45
5,16,19,132.89
5,16,20,126.14
5,16,21,119.5
5,16,22,110.33
5,16,23,100.14
5,17,0,99.07
5,17,1,91.06
5,17,2,88.86
5,17,3,88.25
5,17,4,91.15
5,17,5,98.05
5,17,6,107.8
5,17,7,122.04
5,17,8,133.57
5,17,9,137.73
5,17,10,139.31
5,17,11,132.69
5,17,12,124.99
5,17,13,118.68
5,17,14,121.63
5,17,15,126.76
5,17,16,135.31
5,17,17,144.44
5,17,18,145.79
5,17,19,138.52
5,17,20,130.18
5,17,21,124.07
5,17,22,113.41
5,17,23,103.7
5,18,0,97.29
5,18,1,91.33
5,18,2,90.22
5,18,3,88.36
5,18,4,93.04
5,18,5,97.37
5,18,6,110.57
5,18,7,120.75
5,18,8,131.37
5,18,9,140.32
5,18,10,136.18
5,18,11,133.03
5,18,12,126.59
5,18,13,122.93
5,18,14,121.09
5,18,15,128.32
5,18,16,137.07
5,18,17,141.7
5,18,18,142.44
5,18,19,136.65
5,18,20,134.89
5,18,21,124.55
5,18,22,113.23
5,18,23,101.56
5,19,0,91.46
5,19,1,88.19
5,19,2,85.35
5,19,3,84.38
5,19,4,88.93
5,19,5,91.66
5,19,6,103.62
5,19,7,116.51
5,19,8,127.23
5,19,9,132.15
5,19,10,132.26
5,19,11,127.96
5,19,12,120.82
5,19,13,117.12
5,19,14,113.31
5,19,15,119.72
5,19,16,132.33
5,19,17,138.93
5,19,18,137.74
5,19,19,131.32
5,19,20,124.14
5,19,21,119.23
5,19,22,109.8
5,19,23,98.57
5,20,0,99.82
5,20,1,95.46
5,20,2,92.98
5,20,3,93.83
5,20,4,95.45
5,20,5,102.83
5,20,6,113.07
5,20,7,126.88
5,20,8,137.99
5,20,9,144.26
5,20,10,141.52
5,20,11,137.22
5,20,12,129.21
5,20,13,124.72
5,20,14,124.1
5,20,15,132.22
5,20,16,146.13
5,20,17,146.59
5,20,18,150.24
5,20,19,142.45
5,20,20,137.06
5,20,21,131.87
5,20,22,120.75
5,20,23,107.07
5,21,0,101.73
5,21,1,93.97
5,21,2,91.51
5,21,3,90.32
5,21,4,93.83
5,21,5,101.41
5,21,6,112.99
5,21,7,123.69
5,21,8,136.35
5,21,9,141.31
5,21,10,142.93
5,21,11,134.24
5,21,12,127.98
5,21,13,121.95
5,21,14,125.44
5,21,15,129.2
5,21,16,140.29
5,21,17,148.74
5,21,18,144.56
5,21,19,141.79
5,21,20,137.89
5,21,21,131.3
5,21,22,116.99
5,21,23,106.91
5,22,0,95.67
5,22,1,91.57
5,22,2,87.8
5,22,3,89.49
5,22,4,92.47
5,22,5,98.46
5,22,6,109.1
5,22,7,122.5
5,22,8,132.9
5,22,9,137.46
5,22,10,136.52
5,22,11,133.2
5,22,12,126.28
5,22,13,118.13
5,22,14,119.31
5,22,15,128.14
5,22,16,137.16
5,22,17,145.94
5,22,18,144.11
5,22,19,137.51
5,22,20,130.45
5,22,21,126.82
5,22,22,116.78
5,22,23,102.36
5,23,0,94.7
5,23,1,90.65
5,23,2,89.05
5,23,3,87.63
5,23,4,91.62
5,23,5,96.4
5,23,6,106.76
5,23,7,118.37
5,23,8,127.37
5,23,9,132.97
5,23,10,132.9
5,23,11,127.3
5,23,12,122.06
5,23,13,118.93
5,23,14,118.53
5,23,15,121.67
5,23,16,136.83
5,23,17,140.9
5,23,18,141.86
5,23,19,135.86
5,23,20,128.8
5,23,21,123.22
5,23,22,114.12
5,23,23,101.97
5,24,0,94.95
5,24,1,89.53
5,24,2,86.14
5,24,3,86.28
5,24,4,87.15
5,24,5,93.63
5,24,6,102.67
5,24,7,114.55
5,24,8,126.75
5,24,9,132.3
5,24,10,134.42
5,24,11,128.12
5,24,12,119.26
5,24,13,117.59
5,24,14,117.01
5,24,15,120.04
5,24,16,134.42
5,24,17,138.88
5,24,18,139.85
5,24,19,133.59
5,24,20,126.46
5,24,21,121.24
5,24,22,110.27
5,24,23,99.75
5,25,0,94.42
5,25,1,90.22
5,25,2,86.58
5,25,3,85.32
5,25,4,89.62
5,25,5,92.95
5,25,6,107.69
5,25,7,114.94
5,25,8,130.46
5,25,9,134.92
5,25,10,134.92
5,25,11,130.65
5,25,12,120.65
5,25,13,116.46
5,25,14,118.86
5,25,15,123.53
5,25,16,135.52
5,25,17,136.66
5,25,18,136.66
5,25,19,132.39
5,25,20,127.03
5,25,21,124.74
5,25,22,110.46
5,25,23,98.39
5,26,0,97.0
5,26,1,93.44
5,26,2,89.94
5,26,3,91.67
5,26,4,90.66
5,26,5,98.91
5,26,6,108.85
5,26,7,120.15
5,26,8,133.35
5,26,9,139.09
5,26,10,137.2
5,26,11,133.8
5,26,12,126.34
5,26,13,119.27
5,26,14,121.88
5,26,15,127.02
5,26,16,139.84
5,26,17,145.24
5,26,18,141.76
5,26,19,140.93
5,26,20,134.82
5,26,21,128.97
5,26,22,113.97
5,26,23,104.75
5,27,0,101.54
5,27,1,96.07
5,27,2,90.62
5,27,3,92.32
5,27,4,94.95
5,27,5,99.6
5,27,6,110.17
5,27,7,122.5
5,27,8,135.76
5,27,9,139.44
5,27,10,142.1
5,27,11,136.25
5,27,12,127.69
5,27,13,124.49
5,27,14,122.22
5,27,15,127.76
5,27,16,139.96
5,27,17,146.13
5,27,18,148.15
5,27,19,142.48
5,27,20,137.1
5,27,21,127.73
5,27,22,119.17
5,27,23,104.18
5,28,0,98.92
5,28,1,92.02
5,28,2,91.36
5,28,3,91.13
5,28,4,92.26
5,28,5,99.86
5,28,6,108.38
5,28,7,123.38
5,28,8,132.17
5,28,9,135.58
5,28,10,139.14
5,28,11,132.1
5,28,12,125.32
5,28,13,122.64
5,28,14,120.82
5,28,15,125.76
5,28,16,140.62
5,28,17,145.15
5,28,18,145.3
5,28,19,140.32
5,28,20,133.97
5,28,21,127.64
5,28,22,113.71
5,28,23,102.17
5,29,0,96.63
5,29,1,93.13
5,29,2,89.92
5,29,3,87.95
5,29,4,91.12
5,29,5,98.85
5,29,6,110.6
5,29,7,120.82
5,29,8,132.7
5,29,9,135.72
5,29,10,136.06
5,29,11,130.57
5,29,12,128.76
5,29,13,118.44
5,29,14,121.89
5,29,15,126.61
5,29,16,135.35
5,29,17,145.77
5,29,18,144.86
5,29,19,140.66
5,29,20,132.72
5,29,21,127.17
5,29,22,115.65
5,29,23,103.24
5,30,0,94.64
5,30,1,86.29
5,30,2,84.86
5,30,3,85.05
5,30,4,87.72
5,30,5,94.36
5,30,6,105.16
5,30,7,114.64
5,30,8,123.26
5,30,9,130.53
5,30,10,131.86
5,30,11,124.55
5,30,12,121.92
5,30,13,114.3
5,30,14,114.73
5,30,15,121.3
5,30,16,132.91
5,30,17,138.64
5,30,18,134.7
5,30,19,130.28
5,30,20,124.38
5,30,21,119.4
5,30,22,111.01
5,30,23,97.91
5,31,0,92.11
5,31,1,89.24
5,31,2,87.21
5,31,3,84.14
5,31,4,88.02
5,31,5,93.92
5,31,6,104.44
5,31,7,116.36
5,31,8,126.49
5,31,9,132.37
5,31,10,129.39
5,31,11,125.52
5,31,12,120.21
5,31,13,113.51
5,31,14,117.43
5,31,15,121.48
5,31,16,132.91
5,31,17,136.84
5,31,18,136.5
5,31,19,131.1
5,31,20,127.75
5,31,21,123.17
5,31,22,110.77
5,31,23,98.99
6,1,0,96.97
6,1,1,88.8
6,1,2,88.68
6,1,3,87.56
6,1,4,91.06
6,1,5,97.32
6,1,6,106.2
6,1,7,116.8
6,1,8,131.1
6,1,9,135.94
6,1,10,135.97
6,1,11,128.22
6,1,12,122.05
6,1,13,118.46
6,1,14,120.21
6,1,15,122.5
6,1,16,136.75
6,1,17,139.63
6,1,18,142.57
6,1,19,133.42
6,1,20,128.96
6,1,21,122.17
6,1,22,110.67
6,1,23,100.41
6,2,0,98.58
6,2,1,89.81
6,2,2,87.37
6,2,3,89.39
6,2,4,89.89
6,2,5,96.08
6,2,6,108.38
6,2,7,117.84
6,2,8,129.56
6,2,9,137.12
6,2,10,134.43
6,2,11,132.3
6,2,12,123.05
6,2,13,119.76
6,2,14,121.23
6,2,15,125.7
6,2,16,134.07
6,2,17,143.83
6,2,18,140.94
6,2,19,136.14
6,2,20,131.96
6,2,21,126.86
6,2,22,115.66
6,2,23,102.06
6,3,0,97.41
6,3,1,92.1
6,3,2,88.12
6,3,3,89.75
6,3,4,92.16
6,3,5,98.97
6,3,6,107.87
6,3,7,122.1
6,3,8,134.63
6,3,9,139.26
6,3,10,138.56
6,3,11,131.36
6,3,12,125.66
6,3,13,120.86
6,3,14,119.65
6,3,15,126.7
6,3,16,136.66
6,3,17,142.13
6,3,18,145.64
6,3,19,139.32
6,3,20,134.28
6,3,21,124.3
6,3,22,115.08
6,3,23,104.49
6,4,0,101.47
6,4,1,94.75
6,4,2,92.23
6,4,3,91.09
6,4,4,94.83
6,4,5,98.8
6,4,6,112.38
6,4,7,121.9
6,4,8,136.01
6,4,9,139.1
6,4,10,140.1
6,4,11,138.24
6,4,12,130.41
6,4,13,124.08
6,4,14,124.29
6,4,15,128.3
6,4,16,140.95
6,4,17,147.27
6,4,18,145.75
6,4,19,140.74
6,4,20,137.32
6,4,21,128.24
6,4,22,119.55
6,4,23,104.06
6,5,0,93.46
6,5,1,87.89
6,5,2,86.05
6,5,3,84.09
6,5,4,88.11
6,5,5,92.82
6,5,6,102.47
6,5,7,115.24
6,5,8,126.26
6,5,9,129.91
6,5,10,130.51
6,5,11,123.86
6,5,12,120.57
6,5,13,111.84
6,5,14,115.73
6,5,15,121.26
6,5,16,129.36
6,5,17,134.37
6,5,18,134.87
6,5,19,128.91
6,5,20,124.26
6,5,21,120.23
6,5,22,108.23
6,5,23,96.08
6,6,0,95.36
6,6,1,92.23
6,6,2,88.84
6,6,3,87.84
6,6,4,91.0
6,6,5,96.23
6,6,6,108.87
6,6,7,121.51
6,6,8,132.43
6,6,9,135.42
6,6,10,134.5
6,6,11,128.81
6,6,12,125.65
6,6,13,121.99
6,6,14,120.59
6,6,15,125.01
6,6,16,134.83
6,6,17,144.66
6,6,18,141.73
6,6,19,135.66
6,6,20,129.1
6,6,21,127.08
6,6,22,115.96
6,6,23,100.83
6,7,0,90.11
6,7,1,84.56
6,7,2,84.91
6,7,3,84.28
6,7,4,85.4
6,7,5,91.47
6,7,6,102.54
6,7,7,110.9
6,7,8,122.59
6,7,9,127.19
6,7,10,127.6
6,7,11,125.23
6,7,12,116.14
6,7,13,112.06
6,7,14,115.16
6,7,15,118.6
6,7,16,126.85
6,7,17,133.89
6,7,18,134.1
6,7,19,131.59
6,7,20,121.57
6,7,21,117.97
6,7,22,108.54
6,7,23,98.35
6,8,0,96.42
6,8,1,90.09
6,8,2,90.52
6,8,3,88.31
6,8,4,92.21
6,8,5,96.66
6,8,6,107.8
6,8,7,118.5
6,8,8,132.88
6,8,9,135.63
6,8,10,135.99
6,8,11,130.87
6,8,12,125.72
6,8,13,120.04
6,8,14,121.58
6,8,15,126.63
6,8,16,138.37
6,8,17,141.45
6,8,18,142.58
6,8,19,137.25
6,8,20,129.35
6,8,21,127.44
6,8,22,114.72
6,8,23,101.45
6,9,0,95.22
6,9,1,90.05
6,9,2,90.47
6,9,3,89.97
6,9,4,91.21
6,9,5,95.76
6,9,6,109.67
6,9,7,118.31
6,9,8,130.21
6,9,9,136.15
6,9,10,134.93
6,9,11,131.79
6,9,12,126.68
6,9,13,120.35
6,9,14,121.04
6,9,15,126.5
6,9,16,136.5
6,9,17,144.25
6,9,18,143.63
6,9,19,138.52
6,9,20,130.12
6,9,21,124.75
6,9,22,115.34
6,9,23,103.95
6,10,0,91.7
6,10,1,85.73
6,10,2,85.91
6,10,3,86.04
6,10,4,87.04
6,10,5,93.36
6,10,6,101.7
6,10,7,113.58
6,10,8,127.52
6,10,9,128.19
6,10,10,127.97
6,10,11,123.77
6,10,12,118.59
6,10,13,113.35
6,10,14,112.09
6,10,15,121.56
6,10,16,131.99
6,10,17,135.3
6,10,18,134.62
6,10,19,129.33
6,10,20,124.9
6,10,21,119.54
6,10,22,108.51
6,10,23,96.05
6,11,0,101.63
6,11,1,96.07
6,11,2,92.07
6,11,3,93.14
6,11,4,95.56
6,11,5,98.38
6,11,6,112.48
6,11,7,124.43
6,11,8,136.01
6,11,9,141.18
6,11,10,138.87
6,11,11,134.36
6,11,12,131.07
6,11,13,123.35
6,11,14,122.2
6,11,15,129.87
6,11,16,142.93
6,11,17,148.13
6,11,18,146.46
6,11,19,139.14
6,11,20,133.52
6,11,21,127.42
6,11,22,116.4
6,11,23,107.09
6,12,0,98.83
6,12,1,94.28
6,12,2,92.3
6,12,3,92.2
6,12,4,94.55
6,12,5,100.36
6,12,6,113.13
6,12,7,123.3
6,12,8,133.18
6,12,9,142.74
6,12,10,142.19
6,12,11,137.29
6,12,12,127.19
6,12,13,121.1
6,12,14,121.08
6,12,15,127.97
6,12,16,142.03
6,12,17,143.94
6,12,18,144.49
6,12,19,138.09
6,12,20,135.11
6,12,21,128.22
6,12,22,115.67
6,12,23,105.74
6,13,0,94.85
6,13,1,91.01
6,13,2,87.12
6,13,3,87.1
6,13,4,90.44
6,13,5,97.4
6,13,6,105.61
6,13,7,120.14
6,13,8,128.84
6,13,9,136.83
6,13,10,134.49
6,13,11,129.14
6,13,12,124.04
6,13,13,120.78
6,13,14,121.02
6,13,15,123.58
6,13,16,135.9
6,13,17,139.59
6,13,18,142.62
6,13,19,137.74
6,13,20,131.15
6,13,21,124.93
6,13,22,111.65
6,13,23,103.32
6,14,0,91.81
6,14,1,88.65
6,14,2,85.29
6,14,3,86.4
6,14,4,87.14
6,14,5,92.15
6,14,6,102.57
6,14,7,114.16
6,14,8,124.41
6,14,9,132.53
6,14,10,128.91
6,14,11,124.05
6,14,12,122.33
6,14,13,115.18
6,14,14,115.87
6,14,15,121.22
6,14,16,130.13
6,14,17,136.62
6,14,18,137.78
6,14,19,129.13
6,14,20,126.01
6,14,21,120.26
6,14,22,109.25
6,14,23,98.69
6,15,0,91.11
6,15,1,87.83
6,15,2,86.08
6,15,3,84.95
6,15,4,86.62
6,15,5,92.52
6,15,6,101.67
6,15,7,113.28
6,15,8,126.14
6,15,9,130.39
6,15,10,131.83
6,15,11,125.12
6,15,12,121.58
6,15,13,114.41
6,15,14,112.24
6,15,15,117.48
6,15,16,130.82
6,15,17,134.57
6,15,18,134.94
6,15,19,128.37
6,15,20,126.17
6,15,21,121.6
6,15,22,108.2
6,15,23,99.79
6,16,0,97.39
6,16,1,91.19
6,16,2,90.8
6,16,3,88.03
6,16,4,90.26
6,16,5,97.07
6,16,6,108.02
6,16,7,117.93
6,16,8,130.91
6,16,9,139.78
6,16,10,135.34
6,16,11,134.0
6,16,12,125.31
6,16,13,120.93
6,16,14,118.71
6,16,15,127.34
6,16,16,137.58
6,16,17,140.11
6,16,18,143.67
6,16,19,138.2
6,16,20,132.72
6,16,21,124.36
6,16,22,112.75
6,16,23,103.91
6,17,0,100.86
6,17,1,92.99
6,17,2,90.19
6,17,3,90.48
6,17,4,93.49
6,17,5,100.73
6,17,6,112.41
6,17,7,124.41
6,17,8,132.46
6,17,9,138.27
6,17,10,139.05
6,17,11,132.79
6,17,12,126.34
6,17,13,123.09
6,17,14,123.5
6,17,15,129.6
6,17,16,141.26
6,17,17,147.04
6,17,18,146.51
6,17,19,141.38
6,17,20,136.57
6,17,21,127.74
6,17,22,114.53
6,17,23,103.69
6,18,0,90.4
6,18,1,85.57
6,18,2,85.33
6,18,3,85.44
6,18,4,87.6
6,18,5,91.59
6,18,6,104.38
6,18,7,111.6
6,18,8,122.4
6,18,9,132.27
6,18,10,132.05
6,18,11,122.73
6,18,12,120.29
6,18,13,111.6
6,18,14,111.68
6,18,15,118.46
6,18,16,128.56
6,18,17,133.56
6,18,18,133.42
6,18,19,129.82
6,18,20,123.29
6,18,21,120.28
6,18,22,109.21
6,18,23,97.22
6,19,0,96.83
6,19,1,90.16
6,19,2,86.04
6,19,3,87.23
6,19,4,90.95
6,19,5,96.59
6,19,6,104.82
6,19,7,118.48
6,19,8,127.14
6,19,9,137.36
6,19,10,135.39
6,19,11,127.41
6,19,12,125.98
6,19,13,116.76
6,19,14,115.8
6,19,15,125.5
6,19,16,135.1
6,19,17,142.51
6,19,18,142.14
6,19,19,132.48
6,19,20,127.25
6,19,21,123.37
6,19,22,112.28
6,19,23,99.84
6,20,0,95.41
6,20,1,91.91
6,20,2,86.73
6,20,3,89.52
6,20,4,89.37
6,20,5,96.51
6,20,6,106.65
6,20,7,120.32
6,20,8,128.02
6,20,9,135.72
6,20,10,133.97
6,20,11,129.74
6,20,12,124.92
6,20,13,117.6
6,20,14,119.12
6,20,15,123.57
6,20,16,137.57
6,20,17,139.22
6,20,18,139.89
6,20,19,133.49
6,20,20,130.4
6,20,21,126.17
6,20,22,110.77
6,20,23,101.13
6,21,0,102.1
6,21,1,94.68
6,21,2,90.68
6,21,3,90.39
6,21,4,93.15
6,21,5,101.23
6,21,6,110.11
6,21,7,121.44
6,21,8,137.18
6,21,9,144.29
6,21,10,141.15
6,21,11,137.25
6,21,12,130.78
6,21,13,125.85
6,21,14,121.75
6,21,15,131.3
6,21,16,142.28
6,21,17,148.22
6,21,18,145.55
6,21,19,142.7
6,21,20,136.51
6,21,21,129.3
6,21,22,117.76
6,21,23,104.6
6,22,0,91.45
6,22,1,85.78
6,22,2,83.45
6,22,3,85.21
6,22,4,84.12
6,22,5,90.35
6,22,6,103.6
6,22,7,111.11
6,22,8,124.6
6,22,9,131.06
6,22,10,129.59
6,22,11,123.66
6,22,12,117.04
6,22,13,114.29
6,22,14,110.89
6,22,15,119.21
6,22,16,131.04
6,22,17,136.56
6,22,18,135.94
6,22,19,127.5
6,22,20,125.12
6,22,21,119.02
6,22,22,106.57
6,22,23,97.77
6,23,0,93.21
6,23,1,85.97
6,23,2,85.12
6,23,3,84.41
6,23,4,86.17
6,23,5,92.32
6,23,6,103.32
6,23,7,111.11
6,23,8,124.13
6,23,9,131.14
6,23,10,129.52
6,23,11,124.79
6,23,12,119.2
6,23,13,115.02
6,23,14,111.85
6,23,15,117.95
6,23,16,126.82
